Municipality,IBGE.Code,IBGE.Code6,State,Region,Koppen,Altitude
Morro Reuter,4312476,431247,RS,Sul,Cfb,501
Mostardas,4312500,431250,RS,Sul,Cfa,9
Muçum,4312609,431260,RS,Sul,Cfa,234
Muitos Capões,4312617,431261,RS,Sul,Cfb,803
Muliterno,4312625,431262,RS,Sul,Cfb,809
Não-Me-Toque,4312658,431265,RS,Sul,Cfa,466
Nicolau Vergueiro,4312674,431267,RS,Sul,Cfa,535
Nonoai,4312708,431270,RS,Sul,Cfa,534
Nova Alvorada,4312757,431275,RS,Sul,Cfb,613
Nova Araçá,4312807,431280,RS,Sul,Cfb,661
Nova Bassano,4312906,431290,RS,Sul,Cfb,578
Nova Boa Vista,4312955,431295,RS,Sul,Cfa,463
Nova Bréscia,4313003,431300,RS,Sul,Cfa,377
Nova Candelária,4313011,431301,RS,Sul,Cfa,241
Nova Esperança do Sul,4313037,431303,RS,Sul,Cfa,261
Nova Hartz,4313060,431306,RS,Sul,Cfa,130
Nova Pádua,4313086,431308,RS,Sul,Cfb,565
Nova Palma,4313102,431310,RS,Sul,Cfa,339
Nova Petrópolis,4313201,431320,RS,Sul,Cfa,474
Nova Prata,4313300,431330,RS,Sul,Cfb,661
Nova Ramada,4313334,431333,RS,Sul,Cfa,457
Nova Roma do Sul,4313359,431335,RS,Sul,Cfb,503
Nova Santa Rita,4313375,431337,RS,Sul,Cfa,17
Novo Cabrais,4313391,431339,RS,Sul,Cfa,104
Novo Hamburgo,4313409,431340,RS,Sul,Cfa,77
Novo Machado,4313425,431342,RS,Sul,Cfa,192
Novo Tiradentes,4313441,431344,RS,Sul,Cfa,369
Novo Xingu,4313466,431346,RS,Sul,Cfa,390
Novo Barreiro,4313490,431349,RS,Sul,Cfa,432
Osório,4313508,431350,RS,Sul,Cfa,32
Paim Filho,4313607,431360,RS,Sul,Cfb,627
Palmares do Sul,4313656,431365,RS,Sul,Cfa,8
Palmeira das Missões,4313706,431370,RS,Sul,Cfa,541
Palmitinho,4313805,431380,RS,Sul,Cfa,359
Panambi,4313904,431390,RS,Sul,Cfa,438
Pantano Grande,4313953,431395,RS,Sul,Cfa,99
Paraí,4314001,431400,RS,Sul,Cfb,648
Paraíso do Sul,4314027,431402,RS,Sul,Cfa,196
Pareci Novo,4314035,431403,RS,Sul,Cfa,41
Parobé,4314050,431405,RS,Sul,Cfa,57
Passa Sete,4314068,431406,RS,Sul,Cfa,471
Passo do Sobrado,4314076,431407,RS,Sul,Cfa,73
Passo Fundo,4314100,431410,RS,Sul,Cfb,612
Paulo Bento,4314134,431413,RS,Sul,Cfb,653
Paverama,4314159,431415,RS,Sul,Cfa,143
Pedras Altas,4314175,431417,RS,Sul,Cfa,190
Pedro Osório,4314209,431420,RS,Sul,Cfa,72
Pejuçara,4314308,431430,RS,Sul,Cfa,434
Pelotas,4314407,431440,RS,Sul,Cfa,74
Picada Café,4314423,431442,RS,Sul,Cfa,289
Pinhal,4314456,431445,RS,Sul,Cfa,425
Pinhal da Serra,4314464,431446,RS,Sul,Cfb,833
Pinhal Grande,4314472,431447,RS,Sul,Cfa,365
Pinheirinho do Vale,4314498,431449,RS,Sul,Cfa,292
Pinheiro Machado,4314506,431450,RS,Sul,Cfa,285
Pirapó,4314555,431455,RS,Sul,Cfa,132
Piratini,4314605,431460,RS,Sul,Cfa,236
Planalto,4314704,431470,RS,Sul,Cfa,478
Poço das Antas,4314753,431475,RS,Sul,Cfa,314
Pontão,4314779,431477,RS,Sul,Cfb,640
Ponte Preta,4314787,431478,RS,Sul,Cfa,606
Portão,4314803,431480,RS,Sul,Cfa,58
Porto Alegre,4314902,431490,RS,Sul,Cfa,41
Porto Lucena,4315008,431500,RS,Sul,Cfa,161
Porto Mauá,4315057,431505,RS,Sul,Cfa,167
Porto Vera Cruz,4315073,431507,RS,Sul,Cfa,162
Porto Xavier,4315107,431510,RS,Sul,Cfa,156
Pouso Novo,4315131,431513,RS,Sul,Cfa,379
Presidente Lucena,4315149,431514,RS,Sul,Cfa,174
Progresso,4315156,431515,RS,Sul,Cfa,466
Protásio Alves,4315172,431517,RS,Sul,Cfb,598
Putinga,4315206,431520,RS,Sul,Cfa,518
Quaraí,4315305,431530,RS,Sul,Cfa,166
Quatro Irmãos,4315313,431531,RS,Sul,Cfb,677
Quevedos,4315321,431532,RS,Sul,Cfa,356
Quinze de Novembro,4315354,431535,RS,Sul,Cfa,368
Redentora,4315404,431540,RS,Sul,Cfa,455
Relvado,4315453,431545,RS,Sul,Cfa,448
Restinga Seca,4315503,431550,RS,Sul,Cfa,58
Rio dos índios,4315552,431555,RS,Sul,Cfa,448
Rio Grande,4315602,431560,RS,Sul,Cfa,7
Rio Pardo,4315701,431570,RS,Sul,Cfa,57
Riozinho,4315750,431575,RS,Sul,Cfb,548
Roca Sales,4315800,431580,RS,Sul,Cfa,234
Rodeio Bonito,4315909,431590,RS,Sul,Cfa,331
Rolador,4315958,431595,RS,Sul,Cfa,217
Rolante,4316006,431600,RS,Sul,Cfa,225
Ronda Alta,4316105,431610,RS,Sul,Cfa,625
Rondinha,4316204,431620,RS,Sul,Cfa,520
Roque Gonzales,4316303,431630,RS,Sul,Cfa,139
Rosário do Sul,4316402,431640,RS,Sul,Cfa,145
Sagrada Família,4316428,431642,RS,Sul,Cfa,391
Saldanha Marinho,4316436,431643,RS,Sul,Cfa,479
Salto do Jacuí,4316451,431645,RS,Sul,Cfa,329
Salvador das Missões,4316477,431647,RS,Sul,Cfa,199
Salvador do Sul,4316501,431650,RS,Sul,Cfa,394
Sananduva,4316600,431660,RS,Sul,Cfb,637
Santa Bárbara do Sul,4316709,431670,RS,Sul,Cfa,481
Santa Cecília do Sul,4316733,431673,RS,Sul,Cfb,739
Santa Clara do Sul,4316758,431675,RS,Sul,Cfa,181
Santa Cruz do Sul,4316808,431680,RS,Sul,Cfa,196
Santa Maria,4316907,431690,RS,Sul,Cfa,103
Santa Maria do Herval,4316956,431695,RS,Sul,Cfb,588
Santa Margarida do Sul,4316972,431697,RS,Sul,Cfa,172
Santana da Boa Vista,4317004,431700,RS,Sul,Cfa,207
Sant' Ana do Livramento,4317103,431710,RS,Sul,Cfa,201
Santa Rosa,4317202,431720,RS,Sul,Cfa,286
Santa Tereza,4317251,431725,RS,Sul,Cfa,320
Santa Vitória do Palmar,4317301,431730,RS,Sul,Cfa,7
Santiago,4317400,431740,RS,Sul,Cfa,302
Santo Ângelo,4317509,431750,RS,Sul,Cfa,274
Santo Antônio do Palma,4317558,431755,RS,Sul,Cfb,689
Santo Antônio da Patrulha,4317608,431760,RS,Sul,Cfa,68
Santo Antônio das Missões,4317707,431770,RS,Sul,Cfa,118
Santo Antônio do Planalto,4317756,431775,RS,Sul,Cfa,523
Santo Augusto,4317806,431780,RS,Sul,Cfa,488
Santo Cristo,4317905,431790,RS,Sul,Cfa,253
Santo Expedito do Sul,4317954,431795,RS,Sul,Cfb,672
São Borja,4318002,431800,RS,Sul,Cfa,94
São Domingos do Sul,4318051,431805,RS,Sul,Cfb,621
São Francisco de Assis,4318101,431810,RS,Sul,Cfa,189
São Francisco de Paula,4318200,431820,RS,Sul,Cfb,854
São Gabriel,4318309,431830,RS,Sul,Cfa,142
São Jerônimo,4318408,431840,RS,Sul,Cfa,237
São João da Urtiga,4318424,431842,RS,Sul,Cfb,631
São João do Polêsine,4318432,431843,RS,Sul,Cfa,147
São Jorge,4318440,431844,RS,Sul,Cfb,714
São José das Missões,4318457,431845,RS,Sul,Cfa,425
São José do Herval,4318465,431846,RS,Sul,Cfa,527
São José do Hortêncio,4318481,431848,RS,Sul,Cfa,86
São José do Inhacorá,4318499,431849,RS,Sul,Cfa,251
São José do Norte,4318507,431850,RS,Sul,Cfa,7
São José do Ouro,4318606,431860,RS,Sul,Cfb,773
São José do Sul,4318614,431861,RS,Sul,Cfa,117
São José dos Ausentes,4318622,431862,RS,Sul,Cfb,1162
São Leopoldo,4318705,431870,RS,Sul,Cfa,39
São Lourenço do Sul,4318804,431880,RS,Sul,Cfa,89
São Luiz Gonzaga,4318903,431890,RS,Sul,Cfa,199
São Marcos,4319000,431900,RS,Sul,Cfb,706
São Martinho,4319109,431910,RS,Sul,Cfa,383
São Martinho da Serra,4319125,431912,RS,Sul,Cfa,384
São Miguel das Missões,4319158,431915,RS,Sul,Cfa,259
São Nicolau,4319208,431920,RS,Sul,Cfa,129
São Paulo das Missões,4319307,431930,RS,Sul,Cfa,192
São Pedro da Serra,4319356,431935,RS,Sul,Cfa,435
São Pedro das Missões,4319364,431936,RS,Sul,Cfa,506
São Pedro do Butiá,4319372,431937,RS,Sul,Cfa,188
São Pedro do Sul,4319406,431940,RS,Sul,Cfa,166
São Sebastião do Caí,4319505,431950,RS,Sul,Cfa,58
São Sepé,4319604,431960,RS,Sul,Cfa,123
São Valentim,4319703,431970,RS,Sul,Cfb,690
São Valentim do Sul,4319711,431971,RS,Sul,Cfa,428
São Valério do Sul,4319737,431973,RS,Sul,Cfa,407
São Vendelino,4319752,431975,RS,Sul,Cfa,252
São Vicente do Sul,4319802,431980,RS,Sul,Cfa,108
Sapiranga,4319901,431990,RS,Sul,Cfa,184
Sapucaia do Sul,4320008,432000,RS,Sul,Cfa,54
Sarandi,4320107,432010,RS,Sul,Cfa,541
Seberi,4320206,432020,RS,Sul,Cfa,456
Sede Nova,4320230,432023,RS,Sul,Cfa,399
Segredo,4320263,432026,RS,Sul,Cfa,438
Selbach,4320305,432030,RS,Sul,Cfa,384
Senador Salgado Filho,4320321,432032,RS,Sul,Cfa,320
Sentinela do Sul,4320354,432035,RS,Sul,Cfa,90
Serafina Corrêa,4320404,432040,RS,Sul,Cfa,558
Sério,4320453,432045,RS,Sul,Cfa,443
Sertão,4320503,432050,RS,Sul,Cfb,653
Sertão Santana,4320552,432055,RS,Sul,Cfa,152
Sete de Setembro,4320578,432057,RS,Sul,Cfa,284
Severiano de Almeida,4320602,432060,RS,Sul,Cfa,591
Silveira Martins,4320651,432065,RS,Sul,Cfa,376
Sinimbu,4320677,432067,RS,Sul,Cfa,386
Sobradinho,4320701,432070,RS,Sul,Cfa,451
Soledade,4320800,432080,RS,Sul,Cfb,627
Tabaí,4320859,432085,RS,Sul,Cfa,86
Tapejara,4320909,432090,RS,Sul,Cfb,637
Tapera,4321006,432100,RS,Sul,Cfa,399
Tapes,4321105,432110,RS,Sul,Cfa,24
Taquara,4321204,432120,RS,Sul,Cfa,142
Taquari,4321303,432130,RS,Sul,Cfa,44
Taquaruçu do Sul,4321329,432132,RS,Sul,Cfa,424
Tavares,4321352,432135,RS,Sul,Cfa,8
Tenente Portela,4321402,432140,RS,Sul,Cfa,390
Terra de Areia,4321436,432143,RS,Sul,Cfa,88
Teutônia,4321451,432145,RS,Sul,Cfa,133
Tio Hugo,4321469,432146,RS,Sul,Cfa,477
Tiradentes do Sul,4321477,432147,RS,Sul,Cfa,253
Toropi,4321493,432149,RS,Sul,Cfa,225
Torres,4321501,432150,RS,Sul,Cfa,14
Tramandaí,4321600,432160,RS,Sul,Cfa,10
Travesseiro,4321626,432162,RS,Sul,Cfa,185
Três Arroios,4321634,432163,RS,Sul,Cfb,648
Três Cachoeiras,4321667,432166,RS,Sul,Cfa,134
Três Coroas,4321709,432170,RS,Sul,Cfa,346
Três de Maio,4321808,432180,RS,Sul,Cfa,275
Três Forquilhas,4321832,432183,RS,Sul,Cfa,450
Três Palmeiras,4321857,432185,RS,Sul,Cfa,595
Três Passos,4321907,432190,RS,Sul,Cfa,363
Trindade do Sul,4321956,432195,RS,Sul,Cfa,564
Triunfo,4322004,432200,RS,Sul,Cfa,38
Tucunduva,4322103,432210,RS,Sul,Cfa,222
Tunas,4322152,432215,RS,Sul,Cfa,449
Tupanci do Sul,4322186,432218,RS,Sul,Cfb,819
Tupanciretã,4322202,432220,RS,Sul,Cfa,411
Tupandi,4322251,432225,RS,Sul,Cfa,185
Tuparendi,4322301,432230,RS,Sul,Cfa,225
Turuçu,4322327,432232,RS,Sul,Cfa,34
Ubiretama,4322343,432234,RS,Sul,Cfa,242
União da Serra,4322350,432235,RS,Sul,Cfa,485
Unistalda,4322376,432237,RS,Sul,Cfa,249
Uruguaiana,4322400,432240,RS,Sul,Cfa,95
Vacaria,4322509,432250,RS,Sul,Cfb,888
Vale Verde,4322525,432252,RS,Sul,Cfa,56
Vale do Sol,4322533,432253,RS,Sul,Cfa,248
Vale Real,4322541,432254,RS,Sul,Cfa,250
Vanini,4322558,432255,RS,Sul,Cfb,696
Venâncio Aires,4322608,432260,RS,Sul,Cfa,148
Vera Cruz,4322707,432270,RS,Sul,Cfa,79
Veranópolis,4322806,432280,RS,Sul,Cfb,497
Vespasiano Correa,4322855,432285,RS,Sul,Cfa,421
Viadutos,4322905,432290,RS,Sul,Cfa,560
Viamão,4323002,432300,RS,Sul,Cfa,36
Vicente Dutra,4323101,432310,RS,Sul,Cfa,292
Victor Graeff,4323200,432320,RS,Sul,Cfa,445
Vila Flores,4323309,432330,RS,Sul,Cfb,642
Vila Lângaro,4323358,432335,RS,Sul,Cfb,646
Vila Maria,4323408,432340,RS,Sul,Cfa,505
Vila Nova do Sul,4323457,432345,RS,Sul,Cfa,236
Vista Alegre,4323507,432350,RS,Sul,Cfa,424
Vista Alegre do Prata,4323606,432360,RS,Sul,Cfa,477
Vista Gaúcha,4323705,432370,RS,Sul,Cfa,346
Vitória das Missões,4323754,432375,RS,Sul,Cfa,241
Westfalia,4323770,432377,RS,Sul,Cfa,308
Xangri-lá,4323804,432380,RS,Sul,Cfa,5
Água Clara,5000203,500020,MS,Centro-Oeste,Am,474
Alcinópolis,5000252,500025,MS,Centro-Oeste,Am,413
Amambai,5000609,500060,MS,Centro-Oeste,Cfa,396
Anastácio,5000708,500070,MS,Centro-Oeste,Aw,244
Anaurilândia,5000807,500080,MS,Centro-Oeste,Aw,331
Angélica,5000856,500085,MS,Centro-Oeste,Aw,328
Antônio João,5000906,500090,MS,Centro-Oeste,Cfa,500
Aparecida do Taboado,5001003,500100,MS,Centro-Oeste,Aw,386
Aquidauana,5001102,500110,MS,Centro-Oeste,Am,154
Aral Moreira,5001243,500124,MS,Centro-Oeste,Cfa,489
Bandeirantes,5001508,500150,MS,Centro-Oeste,Am,560
Bataguassu,5001904,500190,MS,Centro-Oeste,Aw,329
Batayporã,5002001,500200,MS,Centro-Oeste,Aw,288
Bela Vista,5002100,500210,MS,Centro-Oeste,Af,278
Bodoquena,5002159,500215,MS,Centro-Oeste,Am,317
Bonito,5002209,500220,MS,Centro-Oeste,Am,349
Brasilândia,5002308,500230,MS,Centro-Oeste,Aw,358
Caarapó,5002407,500240,MS,Centro-Oeste,Cfa,410
Camapuã,5002605,500260,MS,Centro-Oeste,Am,508
Campo Grande,5002704,500270,MS,Centro-Oeste,Am,468
Caracol,5002803,500280,MS,Centro-Oeste,Af,252
Cassilândia,5002902,500290,MS,Centro-Oeste,Am,562
Chapadão do Sul,5002951,500295,MS,Centro-Oeste,Am,663
Corguinho,5003108,500310,MS,Centro-Oeste,Am,369
Coronel Sapucaia,5003157,500315,MS,Centro-Oeste,Cfa,435
Corumbá,5003207,500320,MS,Centro-Oeste,Aw,116
Costa Rica,5003256,500325,MS,Centro-Oeste,Am,673
Coxim,5003306,500330,MS,Centro-Oeste,Aw,277
Deodápolis,5003454,500345,MS,Centro-Oeste,Aw,345
Dois Irmãos do Buriti,5003488,500348,MS,Centro-Oeste,Aw,280
Douradina,5003504,500350,MS,Centro-Oeste,Am,313
Dourados,5003702,500370,MS,Centro-Oeste,Am,378
Eldorado,5003751,500375,MS,Centro-Oeste,Cfa,305
Fátima do Sul,5003801,500380,MS,Centro-Oeste,Am,328
Figueirão,5003900,500390,MS,Centro-Oeste,Am,446
Glória de Dourados,5004007,500400,MS,Centro-Oeste,Cfa,385
Guia Lopes da Laguna,5004106,500410,MS,Centro-Oeste,Af,307
Iguatemi,5004304,500430,MS,Centro-Oeste,Cfa,351
Inocência,5004403,500440,MS,Centro-Oeste,Am,468
Itaporã,5004502,500450,MS,Centro-Oeste,Am,366
Itaquiraí,5004601,500460,MS,Centro-Oeste,Cfa,312
Ivinhema,5004700,500470,MS,Centro-Oeste,Aw,344
Japorã,5004809,500480,MS,Centro-Oeste,Cfa,326
Jaraguari,5004908,500490,MS,Centro-Oeste,Am,537
Jardim,5005004,500500,MS,Centro-Oeste,Af,336
Jateí,5005103,500510,MS,Centro-Oeste,Cfa,327
Juti,5005152,500515,MS,Centro-Oeste,Cfa,374
Ladário,5005202,500520,MS,Centro-Oeste,Aw,198
Laguna Carapã,5005251,500525,MS,Centro-Oeste,Cfa,439
Maracaju,5005400,500540,MS,Centro-Oeste,Am,469
Miranda,5005608,500560,MS,Centro-Oeste,Am,163
Mundo Novo,5005681,500568,MS,Centro-Oeste,Cfa,268
Naviraí,5005707,500570,MS,Centro-Oeste,Cfa,308
Nioaque,5005806,500580,MS,Centro-Oeste,Am,260
Nova Alvorada do Sul,5006002,500600,MS,Centro-Oeste,Am,382
Nova Andradina,5006200,500620,MS,Centro-Oeste,Aw,349
Novo Horizonte do Sul,5006259,500625,MS,Centro-Oeste,Aw,313
Paranaíba,5006309,500630,MS,Centro-Oeste,Aw,464
Paranhos,5006358,500635,MS,Centro-Oeste,Cfa,383
Pedro Gomes,5006408,500640,MS,Centro-Oeste,Aw,335
Ponta Porã,5006606,500660,MS,Centro-Oeste,Cfa,541
Porto Murtinho,5006903,500690,MS,Centro-Oeste,Af,186
Ribas do Rio Pardo,5007109,500710,MS,Centro-Oeste,Am,440
Rio Brilhante,5007208,500720,MS,Centro-Oeste,Am,338
Rio Negro,5007307,500730,MS,Centro-Oeste,Am,366
Rio Verde de Mato Grosso,5007406,500740,MS,Centro-Oeste,Aw,276
Rochedo,5007505,500750,MS,Centro-Oeste,Am,340
Santa Rita do Pardo,5007554,500755,MS,Centro-Oeste,Aw,366
São Gabriel do Oeste,5007695,500769,MS,Centro-Oeste,Am,504
Sete Quedas,5007703,500770,MS,Centro-Oeste,Cfa,349
Selvíria,5007802,500780,MS,Centro-Oeste,Aw,375
Sidrolândia,5007901,500790,MS,Centro-Oeste,Am,439
Sonora,5007935,500793,MS,Centro-Oeste,Aw,479
Tacuru,5007950,500795,MS,Centro-Oeste,Cfa,352
Taquarussu,5007976,500797,MS,Centro-Oeste,Aw,251
Terenos,5008008,500800,MS,Centro-Oeste,Aw,307
Três Lagoas,5008305,500830,MS,Centro-Oeste,Aw,377
Vicentina,5008404,500840,MS,Centro-Oeste,Cfa,401
Acorizal,5100102,510010,MT,Centro-Oeste,Aw,259
Água Boa,5100201,510020,MT,Centro-Oeste,Aw,372
Alta Floresta,5100250,510025,MT,Centro-Oeste,Am,295
Alto Araguaia,5100300,510030,MT,Centro-Oeste,Aw,626
Alto Boa Vista,5100359,510035,MT,Centro-Oeste,Aw,325
Alto Garças,5100409,510040,MT,Centro-Oeste,Aw,687
Alto Paraguai,5100508,510050,MT,Centro-Oeste,Aw,296
Alto Taquari,5100607,510060,MT,Centro-Oeste,Aw,814
Apiacás,5100805,510080,MT,Centro-Oeste,Am,221
Araguaiana,5101001,510100,MT,Centro-Oeste,Aw,284
Araguainha,5101209,510120,MT,Centro-Oeste,Aw,592
Araputanga,5101258,510125,MT,Centro-Oeste,Aw,369
