Municipality,IBGE.Code,IBGE.Code6,State,Region,Koppen,Altitude
Jaíba,3135050,313505,MG,Sudeste,As,491
Jampruca,3135076,313507,MG,Sudeste,Aw,311
Janaúba,3135100,313510,MG,Sudeste,As,563
Januária,3135209,313520,MG,Sudeste,Aw,643
Japaraíba,3135308,313530,MG,Sudeste,Cwa,705
Japonvar,3135357,313535,MG,Sudeste,As,752
Jeceaba,3135407,313540,MG,Sudeste,Cwb,978
Jenipapo de Minas,3135456,313545,MG,Sudeste,As,591
Jequeri,3135506,313550,MG,Sudeste,Cwa,630
Jequitaí,3135605,313560,MG,Sudeste,Aw,669
Jequitibá,3135704,313570,MG,Sudeste,Cwa,700
Jequitinhonha,3135803,313580,MG,Sudeste,As,604
Jesuânia,3135902,313590,MG,Sudeste,Cwb,1004
Joaíma,3136009,313600,MG,Sudeste,As,595
Joanésia,3136108,313610,MG,Sudeste,Aw,536
João Monlevade,3136207,313620,MG,Sudeste,Cwb,839
João Pinheiro,3136306,313630,MG,Sudeste,Aw,680
Joaquim Felício,3136405,313640,MG,Sudeste,Aw,799
Jordânia,3136504,313650,MG,Sudeste,Aw,336
José Gonçalves de Minas,3136520,313652,MG,Sudeste,As,731
José Raydan,3136553,313655,MG,Sudeste,Aw,509
Josenópolis,3136579,313657,MG,Sudeste,As,738
Nova União,3136603,313660,MG,Sudeste,Cwb,1027
Juatuba,3136652,313665,MG,Sudeste,Cwa,823
Juiz de Fora,3136702,313670,MG,Sudeste,Cwb,761
Juramento,3136801,313680,MG,Sudeste,As,872
Juruaia,3136900,313690,MG,Sudeste,Cwb,932
Juvenília,3136959,313695,MG,Sudeste,As,502
Ladainha,3137007,313700,MG,Sudeste,Cwa,690
Lagamar,3137106,313710,MG,Sudeste,Aw,731
Lagoa da Prata,3137205,313720,MG,Sudeste,Cwa,706
Lagoa dos Patos,3137304,313730,MG,Sudeste,Aw,613
Lagoa Dourada,3137403,313740,MG,Sudeste,Cwb,1024
Lagoa Formosa,3137502,313750,MG,Sudeste,Cwa,899
Lagoa Grande,3137536,313753,MG,Sudeste,Aw,579
Lagoa Santa,3137601,313760,MG,Sudeste,Cwa,755
Lajinha,3137700,313770,MG,Sudeste,Cwa,725
Lambari,3137809,313780,MG,Sudeste,Cwb,1054
Lamim,3137908,313790,MG,Sudeste,Cwb,779
Laranjal,3138005,313800,MG,Sudeste,Aw,261
Lassance,3138104,313810,MG,Sudeste,Aw,790
Lavras,3138203,313820,MG,Sudeste,Cwb,913
Leandro Ferreira,3138302,313830,MG,Sudeste,Cwa,723
Leme do Prado,3138351,313835,MG,Sudeste,As,742
Leopoldina,3138401,313840,MG,Sudeste,Aw,324
Liberdade,3138500,313850,MG,Sudeste,Cwb,1186
Lima Duarte,3138609,313860,MG,Sudeste,Cwb,1001
Limeira do Oeste,3138625,313862,MG,Sudeste,Aw,422
Lontra,3138658,313865,MG,Sudeste,As,780
Luisburgo,3138674,313867,MG,Sudeste,Cwb,1076
Luislândia,3138682,313868,MG,Sudeste,As,725
Luminárias,3138708,313870,MG,Sudeste,Cwb,1027
Luz,3138807,313880,MG,Sudeste,Cwa,678
Machacalis,3138906,313890,MG,Sudeste,Aw,321
Machado,3139003,313900,MG,Sudeste,Cwb,917
Madre de Deus de Minas,3139102,313910,MG,Sudeste,Cwb,994
Malacacheta,3139201,313920,MG,Sudeste,Aw,678
Mamonas,3139250,313925,MG,Sudeste,As,791
Manga,3139300,313930,MG,Sudeste,As,518
Manhuaçu,3139409,313940,MG,Sudeste,Cwb,884
Manhumirim,3139508,313950,MG,Sudeste,Cwb,818
Mantena,3139607,313960,MG,Sudeste,Aw,388
Maravilhas,3139706,313970,MG,Sudeste,Cwa,761
Mar de Espanha,3139805,313980,MG,Sudeste,Cwa,550
Maria da Fé,3139904,313990,MG,Sudeste,Cwb,1273
Mariana,3140001,314000,MG,Sudeste,Cwa,780
Marilac,3140100,314010,MG,Sudeste,Aw,289
Mário Campos,3140159,314015,MG,Sudeste,Cwb,915
Maripá de Minas,3140209,314020,MG,Sudeste,Cwa,593
Marliéria,3140308,314030,MG,Sudeste,Aw,384
Marmelópolis,3140407,314040,MG,Sudeste,Cwb,1570
Martinho Campos,3140506,314050,MG,Sudeste,Cwa,669
Martins Soares,3140530,314053,MG,Sudeste,Cwb,798
Mata Verde,3140555,314055,MG,Sudeste,As,616
Materlândia,3140605,314060,MG,Sudeste,Cwa,792
Mateus Leme,3140704,314070,MG,Sudeste,Cwb,894
Matias Barbosa,3140803,314080,MG,Sudeste,Cwa,610
Matias Cardoso,3140852,314085,MG,Sudeste,As,468
Matipó,3140902,314090,MG,Sudeste,Cwa,755
Mato Verde,3141009,314100,MG,Sudeste,As,707
Matozinhos,3141108,314110,MG,Sudeste,Cwa,774
Matutina,3141207,314120,MG,Sudeste,Cwb,1006
Medeiros,3141306,314130,MG,Sudeste,Cwb,966
Medina,3141405,314140,MG,Sudeste,As,685
Mendes Pimentel,3141504,314150,MG,Sudeste,Aw,398
Mercês,3141603,314160,MG,Sudeste,Cwa,674
Mesquita,3141702,314170,MG,Sudeste,Aw,556
Minas Novas,3141801,314180,MG,Sudeste,Cwa,797
Minduri,3141900,314190,MG,Sudeste,Cwb,1043
Mirabela,3142007,314200,MG,Sudeste,As,822
Miradouro,3142106,314210,MG,Sudeste,Cwb,755
Miraí,3142205,314220,MG,Sudeste,Cwa,572
Miravânia,3142254,314225,MG,Sudeste,As,699
Moeda,3142304,314230,MG,Sudeste,Cwb,996
Moema,3142403,314240,MG,Sudeste,Cwa,686
Monjolos,3142502,314250,MG,Sudeste,Cwb,891
Monsenhor Paulo,3142601,314260,MG,Sudeste,Cwb,917
Montalvânia,3142700,314270,MG,Sudeste,Aw,621
Monte Alegre de Minas,3142809,314280,MG,Sudeste,Aw,731
Monte Azul,3142908,314290,MG,Sudeste,As,679
Monte Belo,3143005,314300,MG,Sudeste,Cwb,878
Monte Carmelo,3143104,314310,MG,Sudeste,Cwa,873
Monte Formoso,3143153,314315,MG,Sudeste,Cwa,801
Monte Santo de Minas,3143203,314320,MG,Sudeste,Cwb,905
Montes Claros,3143302,314330,MG,Sudeste,As,781
Monte Sião,3143401,314340,MG,Sudeste,Cwb,876
Montezuma,3143450,314345,MG,Sudeste,Cwb,960
Morada Nova de Minas,3143500,314350,MG,Sudeste,Aw,631
Morro da Garça,3143609,314360,MG,Sudeste,Aw,677
Morro do Pilar,3143708,314370,MG,Sudeste,Cwa,828
Munhoz,3143807,314380,MG,Sudeste,Cfb,1369
Muriaé,3143906,314390,MG,Sudeste,Cwa,434
Mutum,3144003,314400,MG,Sudeste,Aw,484
Muzambinho,3144102,314410,MG,Sudeste,Cwb,1008
Nacip Raydan,3144201,314420,MG,Sudeste,Aw,447
Nanuque,3144300,314430,MG,Sudeste,Aw,235
Naque,3144359,314435,MG,Sudeste,Aw,251
Natalândia,3144375,314437,MG,Sudeste,Aw,618
Natércia,3144409,314440,MG,Sudeste,Cwb,1066
Nazareno,3144508,314450,MG,Sudeste,Cwb,935
Nepomuceno,3144607,314460,MG,Sudeste,Cwb,877
Ninheira,3144656,314465,MG,Sudeste,Cwa,850
Nova Belém,3144672,314467,MG,Sudeste,Cfa,648
Nova Era,3144706,314470,MG,Sudeste,Cwa,716
Nova Lima,3144805,314480,MG,Sudeste,Cwb,1119
Nova Módica,3144904,314490,MG,Sudeste,Aw,428
Nova Ponte,3145000,314500,MG,Sudeste,Cwb,940
Nova Porteirinha,3145059,314505,MG,Sudeste,As,550
Nova Resende,3145109,314510,MG,Sudeste,Cwb,1070
Nova Serrana,3145208,314520,MG,Sudeste,Cwa,748
Novo Cruzeiro,3145307,314530,MG,Sudeste,Cwa,851
Novo Oriente de Minas,3145356,314535,MG,Sudeste,Aw,517
Novorizonte,3145372,314537,MG,Sudeste,As,798
Olaria,3145406,314540,MG,Sudeste,Cwb,1035
Olhos-d'Água,3145455,314545,MG,Sudeste,Cwa,866
Olímpio Noronha,3145505,314550,MG,Sudeste,Cwb,1023
Oliveira,3145604,314560,MG,Sudeste,Cwb,1020
Oliveira Fortes,3145703,314570,MG,Sudeste,Cwb,900
Onça de Pitangui,3145802,314580,MG,Sudeste,Cwa,836
Oratórios,3145851,314585,MG,Sudeste,Cwa,567
Orizânia,3145877,314587,MG,Sudeste,Cwb,945
Ouro Branco,3145901,314590,MG,Sudeste,Cwb,1129
Ouro Fino,3146008,314600,MG,Sudeste,Cwb,984
Ouro Preto,3146107,314610,MG,Sudeste,Cwb,1132
Ouro Verde de Minas,3146206,314620,MG,Sudeste,Aw,572
Padre Carvalho,3146255,314625,MG,Sudeste,As,800
Padre Paraíso,3146305,314630,MG,Sudeste,Cwa,824
Paineiras,3146404,314640,MG,Sudeste,Aw,642
Pains,3146503,314650,MG,Sudeste,Cwa,775
Pai Pedro,3146552,314655,MG,Sudeste,As,520
Paiva,3146602,314660,MG,Sudeste,Cwa,665
Palma,3146701,314670,MG,Sudeste,Aw,227
Palmópolis,3146750,314675,MG,Sudeste,Aw,581
Papagaios,3146909,314690,MG,Sudeste,Cwa,717
Paracatu,3147006,314700,MG,Sudeste,Aw,700
Pará de Minas,3147105,314710,MG,Sudeste,Cwa,830
Paraguaçu,3147204,314720,MG,Sudeste,Cwb,846
Paraisópolis,3147303,314730,MG,Sudeste,Cwb,1107
Paraopeba,3147402,314740,MG,Sudeste,Cwa,753
Passabém,3147501,314750,MG,Sudeste,Cwa,727
Passa Quatro,3147600,314760,MG,Sudeste,Cwb,1433
Passa Tempo,3147709,314770,MG,Sudeste,Cwb,1003
Passa-Vinte,3147808,314780,MG,Sudeste,Cwb,969
Passos,3147907,314790,MG,Sudeste,Cwa,818
Patis,3147956,314795,MG,Sudeste,As,773
Patos de Minas,3148004,314800,MG,Sudeste,Cwa,883
Patrocínio,3148103,314810,MG,Sudeste,Cwb,947
Patrocínio do Muriaé,3148202,314820,MG,Sudeste,Aw,245
Paula Cândido,3148301,314830,MG,Sudeste,Cwb,763
Paulistas,3148400,314840,MG,Sudeste,Cwa,770
Pavão,3148509,314850,MG,Sudeste,Aw,314
Peçanha,3148608,314860,MG,Sudeste,Cwa,728
Pedra Azul,3148707,314870,MG,Sudeste,As,729
Pedra Bonita,3148756,314875,MG,Sudeste,Cwb,1031
Pedra do Anta,3148806,314880,MG,Sudeste,Cwa,659
Pedra do Indaiá,3148905,314890,MG,Sudeste,Cwb,944
Pedra Dourada,3149002,314900,MG,Sudeste,Cwb,854
Pedralva,3149101,314910,MG,Sudeste,Cwb,1049
Pedras de Maria da Cruz,3149150,314915,MG,Sudeste,As,550
Pedrinópolis,3149200,314920,MG,Sudeste,Cwb,936
Pedro Leopoldo,3149309,314930,MG,Sudeste,Cwa,804
Pedro Teixeira,3149408,314940,MG,Sudeste,Cwb,795
Pequeri,3149507,314950,MG,Sudeste,Cwa,622
Pequi,3149606,314960,MG,Sudeste,Cwa,795
Perdigão,3149705,314970,MG,Sudeste,Cwa,788
Perdizes,3149804,314980,MG,Sudeste,Cwb,953
Perdões,3149903,314990,MG,Sudeste,Cwb,877
Periquito,3149952,314995,MG,Sudeste,Aw,255
Pescador,3150000,315000,MG,Sudeste,Aw,389
Piau,3150109,315010,MG,Sudeste,Cwa,577
Piedade de Caratinga,3150158,315015,MG,Sudeste,Cwb,893
Piedade de Ponte Nova,3150208,315020,MG,Sudeste,Cwa,463
Piedade do Rio Grande,3150307,315030,MG,Sudeste,Cwb,1021
Piedade dos Gerais,3150406,315040,MG,Sudeste,Cwb,1030
Pimenta,3150505,315050,MG,Sudeste,Cwa,888
Pingo-d'Água,3150539,315053,MG,Sudeste,Aw,320
Pintópolis,3150570,315057,MG,Sudeste,Aw,539
Piracema,3150604,315060,MG,Sudeste,Cwb,939
Pirajuba,3150703,315070,MG,Sudeste,Aw,516
Piranga,3150802,315080,MG,Sudeste,Cwa,754
Piranguçu,3150901,315090,MG,Sudeste,Cwb,1243
Piranguinho,3151008,315100,MG,Sudeste,Cwb,896
Pirapetinga,3151107,315110,MG,Sudeste,Aw,199
Pirapora,3151206,315120,MG,Sudeste,Aw,548
Piraúba,3151305,315130,MG,Sudeste,Cwa,405
Pitangui,3151404,315140,MG,Sudeste,Cwa,728
Piumhi,3151503,315150,MG,Sudeste,Cwa,822
Planura,3151602,315160,MG,Sudeste,Aw,484
Poço Fundo,3151701,315170,MG,Sudeste,Cfb,1021
Poços de Caldas,3151800,315180,MG,Sudeste,Cwb,1234
Pocrane,3151909,315190,MG,Sudeste,Aw,325
Pompéu,3152006,315200,MG,Sudeste,Cwa,677
Ponte Nova,3152105,315210,MG,Sudeste,Cwa,543
Ponto Chique,3152131,315213,MG,Sudeste,As,530
Ponto dos Volantes,3152170,315217,MG,Sudeste,Cwa,761
Porteirinha,3152204,315220,MG,Sudeste,As,655
Porto Firme,3152303,315230,MG,Sudeste,Cwa,699
Poté,3152402,315240,MG,Sudeste,Cwa,628
Pouso Alegre,3152501,315250,MG,Sudeste,Cfb,877
Pouso Alto,3152600,315260,MG,Sudeste,Cwb,1044
Prados,3152709,315270,MG,Sudeste,Cwb,1014
Prata,3152808,315280,MG,Sudeste,Aw,656
Pratápolis,3152907,315290,MG,Sudeste,Cwa,795
Pratinha,3153004,315300,MG,Sudeste,Cwb,1096
Presidente Bernardes,3153103,315310,MG,Sudeste,Cwa,710
Presidente Juscelino,3153202,315320,MG,Sudeste,Cwa,646
Presidente Kubitschek,3153301,315330,MG,Sudeste,Cwb,1161
Presidente Olegário,3153400,315340,MG,Sudeste,Cwa,835
Alto Jequitibá,3153509,315350,MG,Sudeste,Cwb,941
Prudente de Morais,3153608,315360,MG,Sudeste,Cwa,778
Quartel Geral,3153707,315370,MG,Sudeste,Cwa,712
Queluzito,3153806,315380,MG,Sudeste,Cwb,1001
Raposos,3153905,315390,MG,Sudeste,Cwb,945
Raul Soares,3154002,315400,MG,Sudeste,Cwa,505
Recreio,3154101,315410,MG,Sudeste,Aw,241
Reduto,3154150,315415,MG,Sudeste,Cwa,724
Resende Costa,3154200,315420,MG,Sudeste,Cwb,1067
Resplendor,3154309,315430,MG,Sudeste,Aw,261
Ressaquinha,3154408,315440,MG,Sudeste,Cwb,1136
Riachinho,3154457,315445,MG,Sudeste,Aw,643
Riacho dos Machados,3154507,315450,MG,Sudeste,As,826
Ribeirão das Neves,3154606,315460,MG,Sudeste,Cwb,856
Ribeirão Vermelho,3154705,315470,MG,Sudeste,Cwb,836
Rio Acima,3154804,315480,MG,Sudeste,Cwb,1029
Rio Casca,3154903,315490,MG,Sudeste,Aw,391
Rio Doce,3155009,315500,MG,Sudeste,Cwa,483
Rio do Prado,3155108,315510,MG,Sudeste,Aw,615
Rio Espera,3155207,315520,MG,Sudeste,Cwb,774
Rio Manso,3155306,315530,MG,Sudeste,Cwb,938
Rio Novo,3155405,315540,MG,Sudeste,Cwa,459
Rio Paranaíba,3155504,315550,MG,Sudeste,Cwb,1021
Rio Pardo de Minas,3155603,315560,MG,Sudeste,Cwa,900
Rio Piracicaba,3155702,315570,MG,Sudeste,Cwa,753
Rio Pomba,3155801,315580,MG,Sudeste,Cwa,520
Rio Preto,3155900,315590,MG,Sudeste,Cwb,815
Rio Vermelho,3156007,315600,MG,Sudeste,Cwa,819
Ritápolis,3156106,315610,MG,Sudeste,Cwb,1007
Rochedo de Minas,3156205,315620,MG,Sudeste,Cwa,461
Rodeiro,3156304,315630,MG,Sudeste,Cwa,408
Romaria,3156403,315640,MG,Sudeste,Cwb,981
Rosário da Limeira,3156452,315645,MG,Sudeste,Cwb,764
Rubelita,3156502,315650,MG,Sudeste,As,650
Rubim,3156601,315660,MG,Sudeste,Aw,465
Sabará,3156700,315670,MG,Sudeste,Cwb,897
Sabinópolis,3156809,315680,MG,Sudeste,Cwa,814
Sacramento,3156908,315690,MG,Sudeste,Cwb,993
Salinas,3157005,315700,MG,Sudeste,As,687
Salto da Divisa,3157104,315710,MG,Sudeste,Aw,222
Santa Bárbara,3157203,315720,MG,Sudeste,Cwb,1012
Santa Bárbara do Leste,3157252,315725,MG,Sudeste,Cwb,942
Santa Bárbara do Monte Verde,3157278,315727,MG,Sudeste,Cwb,785
Santa Bárbara do Tugúrio,3157302,315730,MG,Sudeste,Cwb,846
Santa Cruz de Minas,3157336,315733,MG,Sudeste,Cwb,925
Santa Cruz de Salinas,3157377,315737,MG,Sudeste,Cwa,843
Santa Cruz do Escalvado,3157401,315740,MG,Sudeste,Cwa,469
Santa Efigênia de Minas,3157500,315750,MG,Sudeste,Cwa,626
Santa Fé de Minas,3157609,315760,MG,Sudeste,Aw,613
Santa Helena de Minas,3157658,315765,MG,Sudeste,Aw,461
Santa Juliana,3157708,315770,MG,Sudeste,Cwb,981
Santa Luzia,3157807,315780,MG,Sudeste,Cwa,764
Santa Margarida,3157906,315790,MG,Sudeste,Cwb,901
Santa Maria de Itabira,3158003,315800,MG,Sudeste,Cwa,775
Santa Maria do Salto,3158102,315810,MG,Sudeste,Aw,518
Santa Maria do Suaçuí,3158201,315820,MG,Sudeste,Aw,492
Santana da Vargem,3158300,315830,MG,Sudeste,Cwb,892
Santana de Cataguases,3158409,315840,MG,Sudeste,Aw,312
Santana de Pirapama,3158508,315850,MG,Sudeste,Cwa,795
Santana do Deserto,3158607,315860,MG,Sudeste,Cwa,489
Santana do Garambéu,3158706,315870,MG,Sudeste,Cwb,1091
Santana do Jacaré,3158805,315880,MG,Sudeste,Cwb,885
Santana do Manhuaçu,3158904,315890,MG,Sudeste,Cwa,666
Santana do Paraíso,3158953,315895,MG,Sudeste,Aw,394
Santana do Riacho,3159001,315900,MG,Sudeste,Cwb,1059
Santana dos Montes,3159100,315910,MG,Sudeste,Cwb,835
Santa Rita de Caldas,3159209,315920,MG,Sudeste,Cwb,1221
Santa Rita de Jacutinga,3159308,315930,MG,Sudeste,Cwb,826
Santa Rita de Minas,3159357,315935,MG,Sudeste,Cwb,828
Santa Rita de Ibitipoca,3159407,315940,MG,Sudeste,Cwb,1110
Santa Rita do Itueto,3159506,315950,MG,Sudeste,Aw,439
Santa Rita do Sapucaí,3159605,315960,MG,Sudeste,Cwb,924
Santa Rosa da Serra,3159704,315970,MG,Sudeste,Cwb,992
Santa Vitória,3159803,315980,MG,Sudeste,Aw,459
Santo Antônio do Amparo,3159902,315990,MG,Sudeste,Cwb,969
Santo Antônio do Aventureiro,3160009,316000,MG,Sudeste,Cwa,582
Santo Antônio do Grama,3160108,316010,MG,Sudeste,Cwa,540
Santo Antônio do Itambé,3160207,316020,MG,Sudeste,Cwa,852
Santo Antônio do Jacinto,3160306,316030,MG,Sudeste,Aw,635
Santo Antônio do Monte,3160405,316040,MG,Sudeste,Cwb,854
Santo Antônio do Retiro,3160454,316045,MG,Sudeste,Cwb,972
Santo Antônio do Rio Abaixo,3160504,316050,MG,Sudeste,Cwa,605
Santo Hipólito,3160603,316060,MG,Sudeste,Aw,621
Santos Dumont,3160702,316070,MG,Sudeste,Cwb,839
São Bento Abade,3160801,316080,MG,Sudeste,Cwb,995
São Brás do Suaçuí,3160900,316090,MG,Sudeste,Cwb,937
São Domingos das Dores,3160959,316095,MG,Sudeste,Cwa,765
São Domingos do Prata,3161007,316100,MG,Sudeste,Cwa,720
São Félix de Minas,3161056,316105,MG,Sudeste,Cwa,602
São Francisco,3161106,316110,MG,Sudeste,As,559
São Francisco de Paula,3161205,316120,MG,Sudeste,Cwb,968
São Francisco de Sales,3161304,316130,MG,Sudeste,Aw,443
São Francisco do Glória,3161403,316140,MG,Sudeste,Cwa,730
São Geraldo,3161502,316150,MG,Sudeste,Cwa,565
São Geraldo da Piedade,3161601,316160,MG,Sudeste,Aw,409
São Geraldo do Baixio,3161650,316165,MG,Sudeste,Aw,387
São Gonçalo do Abaeté,3161700,316170,MG,Sudeste,Cwa,734
São Gonçalo do Pará,3161809,316180,MG,Sudeste,Cwa,739
São Gonçalo do Rio Abaixo,3161908,316190,MG,Sudeste,Cwa,764
São Gonçalo do Sapucaí,3162005,316200,MG,Sudeste,Cwb,941
São Gotardo,3162104,316210,MG,Sudeste,Cwb,986
São João Batista do Glória,3162203,316220,MG,Sudeste,Cwa,880
São João da Lagoa,3162252,316225,MG,Sudeste,Cwa,823
São João da Mata,3162302,316230,MG,Sudeste,Cfb,1056
São João da Ponte,3162401,316240,MG,Sudeste,As,648
São João das Missões,3162450,316245,MG,Sudeste,As,668
São João del Rei,3162500,316250,MG,Sudeste,Cwb,1007
São João do Manhuaçu,3162559,316255,MG,Sudeste,Cwb,964
São João do Manteninha,3162575,316257,MG,Sudeste,Aw,383
São João do Oriente,3162609,316260,MG,Sudeste,Aw,313
São João do Pacuí,3162658,316265,MG,Sudeste,As,692
São João do Paraíso,3162708,316270,MG,Sudeste,Cwa,885
São João Evangelista,3162807,316280,MG,Sudeste,Cwa,749
São João Nepomuceno,3162906,316290,MG,Sudeste,Cwa,501
São Joaquim de Bicas,3162922,316292,MG,Sudeste,Cwa,839
São José da Barra,3162948,316294,MG,Sudeste,Cwa,801
São José da Lapa,3162955,316295,MG,Sudeste,Cwa,781
São José da Safira,3163003,316300,MG,Sudeste,Aw,424
São José da Varginha,3163102,316310,MG,Sudeste,Cwa,784
São José do Alegre,3163201,316320,MG,Sudeste,Cwb,883
São José do Divino,3163300,316330,MG,Sudeste,Aw,418
São José do Goiabal,3163409,316340,MG,Sudeste,Aw,349
São José do Jacuri,3163508,316350,MG,Sudeste,Cwa,657
São José do Mantimento,3163607,316360,MG,Sudeste,Cwa,531
São Lourenço,3163706,316370,MG,Sudeste,Cwb,946
São Miguel do Anta,3163805,316380,MG,Sudeste,Cwa,742
São Pedro da União,3163904,316390,MG,Sudeste,Cwb,1074
São Pedro dos Ferros,3164001,316400,MG,Sudeste,Aw,342
São Pedro do Suaçuí,3164100,316410,MG,Sudeste,Aw,591
São Romão,3164209,316420,MG,Sudeste,Aw,530
São Roque de Minas,3164308,316430,MG,Sudeste,Cwb,1048
São Sebastião da Bela Vista,3164407,316440,MG,Sudeste,Cwb,902
São Sebastião da Vargem Alegre,3164431,316443,MG,Sudeste,Cwb,814
São Sebastião do Anta,3164472,316447,MG,Sudeste,Cwa,663
São Sebastião do Maranhão,3164506,316450,MG,Sudeste,Aw,619
São Sebastião do Oeste,3164605,316460,MG,Sudeste,Cwa,816
São Sebastião do Paraíso,3164704,316470,MG,Sudeste,Cwb,928
São Sebastião do Rio Preto,3164803,316480,MG,Sudeste,Cwa,637
São Sebastião do Rio Verde,3164902,316490,MG,Sudeste,Cwb,934
São Tiago,3165008,316500,MG,Sudeste,Cwb,1007
São Tomás de Aquino,3165107,316510,MG,Sudeste,Cwb,920
São Thomé das Letras,3165206,316520,MG,Sudeste,Cwb,1027
São Vicente de Minas,3165305,316530,MG,Sudeste,Cwb,993
Sapucaí-Mirim,3165404,316540,MG,Sudeste,Cwb,1391
Sardoá,3165503,316550,MG,Sudeste,Cwa,783
Sarzedo,3165537,316553,MG,Sudeste,Cwb,954
Setubinha,3165552,316555,MG,Sudeste,Cwb,922
Sem-Peixe,3165560,316556,MG,Sudeste,Aw,492
Senador Amaral,3165578,316557,MG,Sudeste,Cwb,1469
Senador Cortes,3165602,316560,MG,Sudeste,Cwa,643
Senador Firmino,3165701,316570,MG,Sudeste,Cwa,740
Senador José Bento,3165800,316580,MG,Sudeste,Cfb,966
Senador Modestino Gonçalves,3165909,316590,MG,Sudeste,Cwa,846
Senhora de Oliveira,3166006,316600,MG,Sudeste,Cwb,796
Senhora do Porto,3166105,316610,MG,Sudeste,Cwa,768
Senhora dos Remédios,3166204,316620,MG,Sudeste,Cwb,898
Sericita,3166303,316630,MG,Sudeste,Cwb,985
Seritinga,3166402,316640,MG,Sudeste,Cwb,1092
Serra Azul de Minas,3166501,316650,MG,Sudeste,Cwa,873
Serra da Saudade,3166600,316660,MG,Sudeste,Cwa,737
Serra dos Aimorés,3166709,316670,MG,Sudeste,Aw,203
Serra do Salitre,3166808,316680,MG,Sudeste,Cwb,964
Serrania,3166907,316690,MG,Sudeste,Cwb,885
Serranópolis de Minas,3166956,316695,MG,Sudeste,As,812
Serranos,3167004,316700,MG,Sudeste,Cwb,1068
Serro,3167103,316710,MG,Sudeste,Cwb,978
Sete Lagoas,3167202,316720,MG,Sudeste,Cwa,795
Silveirânia,3167301,316730,MG,Sudeste,Cwa,671
Silvianópolis,3167400,316740,MG,Sudeste,Cwb,886
Simão Pereira,3167509,316750,MG,Sudeste,Cwa,489
Simonésia,3167608,316760,MG,Sudeste,Cwb,854
Sobrália,3167707,316770,MG,Sudeste,Aw,300
Soledade de Minas,3167806,316780,MG,Sudeste,Cwb,963
Tabuleiro,3167905,316790,MG,Sudeste,Cwa,558
Taiobeiras,3168002,316800,MG,Sudeste,Cwa,814
Taparuba,3168051,316805,MG,Sudeste,Aw,361
Tapira,3168101,316810,MG,Sudeste,Cwb,1151
Tapiraí,3168200,316820,MG,Sudeste,Cwb,950
Taquaraçu de Minas,3168309,316830,MG,Sudeste,Cwb,864
Tarumirim,3168408,316840,MG,Sudeste,Aw,411
Teixeiras,3168507,316850,MG,Sudeste,Cwa,710
Teófilo Otoni,3168606,316860,MG,Sudeste,Aw,448
Timóteo,3168705,316870,MG,Sudeste,Aw,359
Tiradentes,3168804,316880,MG,Sudeste,Cwb,951
Tiros,3168903,316890,MG,Sudeste,Cwa,869
Tocantins,3169000,316900,MG,Sudeste,Cwa,409
Tocos do Moji,3169059,316905,MG,Sudeste,Cwb,1182
Toledo,3169109,316910,MG,Sudeste,Cfb,1195
Tombos,3169208,316920,MG,Sudeste,Cwa,480
Três Corações,3169307,316930,MG,Sudeste,Cwb,912
Três Marias,3169356,316935,MG,Sudeste,Cwa,735
Três Pontas,3169406,316940,MG,Sudeste,Cwb,895
Tumiritinga,3169505,316950,MG,Sudeste,Aw,237
Tupaciguara,3169604,316960,MG,Sudeste,Aw,719
Turmalina,3169703,316970,MG,Sudeste,Cwa,748
Turvolândia,3169802,316980,MG,Sudeste,Cwb,893
Ubá,3169901,316990,MG,Sudeste,Cwa,484
Ubaí,3170008,317000,MG,Sudeste,As,595
Ubaporanga,3170057,317005,MG,Sudeste,Cwa,718
Uberaba,3170107,317010,MG,Sudeste,Cwa,811
Uberlândia,3170206,317020,MG,Sudeste,Cwa,810
Umburatiba,3170305,317030,MG,Sudeste,Aw,308
Unaí,3170404,317040,MG,Sudeste,Aw,761
União de Minas,3170438,317043,MG,Sudeste,Aw,454
Uruana de Minas,3170479,317047,MG,Sudeste,Aw,750
Urucânia,3170503,317050,MG,Sudeste,Cwa,471
Urucuia,3170529,317052,MG,Sudeste,Aw,578
Vargem Alegre,3170578,317057,MG,Sudeste,Aw,452
Vargem Bonita,3170602,317060,MG,Sudeste,Cwb,954
Vargem Grande do Rio Pardo,3170651,317065,MG,Sudeste,Cwb,954
Varginha,3170701,317070,MG,Sudeste,Cwb,926
Varjão de Minas,3170750,317075,MG,Sudeste,Cwa,843
Várzea da Palma,3170800,317080,MG,Sudeste,Aw,601
Varzelândia,3170909,317090,MG,Sudeste,As,653
Vazante,3171006,317100,MG,Sudeste,Aw,680
Verdelândia,3171030,317103,MG,Sudeste,As,520
Veredinha,3171071,317107,MG,Sudeste,Cwa,779
Veríssimo,3171105,317110,MG,Sudeste,Cwa,734
Vermelho Novo,3171154,317115,MG,Sudeste,Cwa,686
Vespasiano,3171204,317120,MG,Sudeste,Cwa,798
Viçosa,3171303,317130,MG,Sudeste,Cwa,721
Vieiras,3171402,317140,MG,Sudeste,Cwa,635
Mathias Lobato,3171501,317150,MG,Sudeste,Aw,265
Virgem da Lapa,3171600,317160,MG,Sudeste,As,530
Virgínia,3171709,317170,MG,Sudeste,Cwb,1246
Virginópolis,3171808,317180,MG,Sudeste,Cwa,807
